grievance_id,district,department,grievance_type,gps_match_flag,photo_uploaded,ivr_call_status,ivr_response,verification_status,reopen_flag
GJ-SWG-10241,Ahmedabad,Roads,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10242,Ahmedabad,Water,Drainage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10243,Ahmedabad,Roads,Power Cut,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-10244,Surat,Electricity,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10245,Ahmedabad,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10246,Surat,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10247,Rajkot,Sanitation,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10248,Rajkot,Roads,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10249,Vadodara,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10250,Surat,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10251,Surat,Sanitation,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10252,Surat,Roads,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10253,Surat,Water,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10254,Surat,Sanitation,Drainage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10255,Surat,Water,Pothole,1,0,NO_RESPONSE,0,FAILED,1
GJ-SWG-10256,Ahmedabad,Roads,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10257,Rajkot,Sanitation,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10258,Ahmedabad,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10259,Rajkot,Electricity,Pothole,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10260,Surat,Water,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10261,Rajkot,Sanitation,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10262,Vadodara,Roads,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10263,Vadodara,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10264,Surat,Water,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10265,Rajkot,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10266,Rajkot,Electricity,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10267,Rajkot,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10268,Vadodara,Electricity,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10269,Surat,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10270,Rajkot,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10271,Rajkot,Roads,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10272,Rajkot,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10273,Ahmedabad,Electricity,Garbage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-10274,Rajkot,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10275,Vadodara,Sanitation,Garbage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-10276,Surat,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10277,Rajkot,Roads,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10278,Rajkot,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10279,Surat,Water,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10280,Surat,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10281,Ahmedabad,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10282,Surat,Sanitation,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10283,Ahmedabad,Electricity,Drainage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10284,Rajkot,Electricity,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10285,Surat,Roads,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10286,Ahmedabad,Sanitation,Garbage,0,1,FAILED,0,FAILED,1
GJ-SWG-10287,Rajkot,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10288,Ahmedabad,Roads,Power Cut,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-10289,Surat,Roads,Leakage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10290,Surat,Roads,Drainage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10291,Vadodara,Sanitation,Power Cut,1,0,NO_RESPONSE,0,FAILED,1
GJ-SWG-10292,Vadodara,Electricity,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10293,Rajkot,Sanitation,Leakage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-10294,Surat,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10295,Rajkot,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10296,Ahmedabad,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10297,Vadodara,Roads,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10298,Ahmedabad,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10299,Vadodara,Water,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10300,Surat,Sanitation,Pothole,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10301,Vadodara,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10302,Rajkot,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10303,Rajkot,Roads,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10304,Surat,Roads,Power Cut,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10305,Ahmedabad,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10306,Rajkot,Sanitation,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10307,Surat,Water,Drainage,0,1,FAILED,0,FAILED,1
GJ-SWG-10308,Ahmedabad,Water,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10309,Surat,Water,Garbage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10310,Vadodara,Roads,Power Cut,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10311,Ahmedabad,Electricity,Power Cut,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10312,Vadodara,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10313,Surat,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10314,Surat,Roads,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10315,Surat,Water,Garbage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-10316,Ahmedabad,Water,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10317,Ahmedabad,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10318,Ahmedabad,Electricity,Leakage,1,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-10319,Vadodara,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10320,Surat,Electricity,Leakage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10321,Vadodara,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10322,Ahmedabad,Water,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10323,Surat,Water,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10324,Ahmedabad,Roads,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10325,Vadodara,Roads,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10326,Surat,Electricity,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10327,Ahmedabad,Sanitation,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10328,Ahmedabad,Sanitation,Pothole,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10329,Ahmedabad,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10330,Ahmedabad,Water,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10331,Vadodara,Roads,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10332,Rajkot,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10333,Surat,Electricity,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10334,Surat,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10335,Rajkot,Roads,Garbage,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-10336,Rajkot,Roads,Pothole,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10337,Surat,Sanitation,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10338,Vadodara,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10339,Surat,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10340,Vadodara,Water,Garbage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10341,Vadodara,Water,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10342,Surat,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10343,Surat,Roads,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10344,Surat,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10345,Rajkot,Water,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10346,Surat,Electricity,Pothole,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10347,Vadodara,Sanitation,Drainage,0,1,FAILED,0,FAILED,1
GJ-SWG-10348,Surat,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10349,Vadodara,Sanitation,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10350,Vadodara,Roads,Drainage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-10351,Surat,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10352,Surat,Sanitation,Pothole,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10353,Ahmedabad,Sanitation,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10354,Rajkot,Water,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10355,Ahmedabad,Water,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10356,Rajkot,Water,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10357,Vadodara,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10358,Vadodara,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10359,Vadodara,Electricity,Garbage,0,1,FAILED,0,FAILED,1
GJ-SWG-10360,Rajkot,Water,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10361,Vadodara,Roads,Drainage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10362,Vadodara,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10363,Surat,Water,Pothole,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-10364,Surat,Water,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10365,Rajkot,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10366,Rajkot,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10367,Vadodara,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10368,Vadodara,Electricity,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10369,Ahmedabad,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10370,Vadodara,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10371,Rajkot,Sanitation,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10372,Ahmedabad,Roads,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10373,Surat,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10374,Rajkot,Water,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10375,Ahmedabad,Roads,Garbage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10376,Ahmedabad,Electricity,Leakage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10377,Surat,Roads,Leakage,1,0,FAILED,0,FAILED,1
GJ-SWG-10378,Surat,Water,Pothole,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10379,Vadodara,Water,Power Cut,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10380,Rajkot,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10381,Vadodara,Sanitation,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10382,Ahmedabad,Electricity,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10383,Surat,Water,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10384,Surat,Water,Pothole,1,0,FAILED,0,REOPENED,1
GJ-SWG-10385,Surat,Water,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10386,Ahmedabad,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10387,Vadodara,Water,Garbage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10388,Rajkot,Sanitation,Power Cut,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10389,Vadodara,Sanitation,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10390,Surat,Water,Drainage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-10391,Ahmedabad,Sanitation,Power Cut,0,0,SUCCESS,2,FAILED,1
GJ-SWG-10392,Ahmedabad,Roads,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10393,Vadodara,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10394,Surat,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10395,Rajkot,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10396,Surat,Water,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10397,Surat,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10398,Ahmedabad,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10399,Vadodara,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10400,Ahmedabad,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10401,Surat,Sanitation,Drainage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-10402,Vadodara,Electricity,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10403,Ahmedabad,Electricity,Pothole,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-10404,Vadodara,Roads,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10405,Ahmedabad,Sanitation,Pothole,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10406,Surat,Water,Power Cut,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10407,Surat,Electricity,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10408,Vadodara,Sanitation,Pothole,0,0,SUCCESS,2,FAILED,1
GJ-SWG-10409,Vadodara,Electricity,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10410,Vadodara,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10411,Surat,Electricity,Garbage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10412,Rajkot,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10413,Surat,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10414,Rajkot,Sanitation,Pothole,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10415,Rajkot,Roads,Garbage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10416,Vadodara,Water,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10417,Vadodara,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10418,Ahmedabad,Electricity,Garbage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-10419,Vadodara,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10420,Surat,Water,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10421,Ahmedabad,Water,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10422,Surat,Roads,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10423,Vadodara,Roads,Pothole,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10424,Rajkot,Sanitation,Leakage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-10425,Rajkot,Sanitation,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10426,Vadodara,Water,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10427,Vadodara,Sanitation,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10428,Rajkot,Water,Leakage,1,0,FAILED,0,FAILED,1
GJ-SWG-10429,Surat,Roads,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10430,Rajkot,Sanitation,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10431,Ahmedabad,Sanitation,Leakage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10432,Vadodara,Roads,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10433,Rajkot,Electricity,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10434,Surat,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10435,Ahmedabad,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10436,Surat,Water,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10437,Rajkot,Electricity,Leakage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10438,Surat,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10439,Surat,Electricity,Garbage,1,0,FAILED,0,REOPENED,1
GJ-SWG-10440,Rajkot,Electricity,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10441,Rajkot,Electricity,Pothole,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10442,Surat,Roads,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10443,Ahmedabad,Roads,Garbage,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-10444,Ahmedabad,Roads,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10445,Surat,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10446,Ahmedabad,Roads,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10447,Rajkot,Sanitation,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10448,Rajkot,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10449,Vadodara,Roads,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10450,Rajkot,Roads,Pothole,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10451,Rajkot,Sanitation,Drainage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10452,Surat,Roads,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10453,Rajkot,Roads,Pothole,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10454,Surat,Sanitation,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10455,Ahmedabad,Roads,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10456,Vadodara,Sanitation,Garbage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-10457,Rajkot,Roads,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10458,Vadodara,Water,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10459,Surat,Water,Pothole,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10460,Rajkot,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10461,Vadodara,Roads,Leakage,1,0,FAILED,0,REOPENED,1
GJ-SWG-10462,Ahmedabad,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10463,Vadodara,Sanitation,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10464,Rajkot,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10465,Surat,Electricity,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10466,Surat,Electricity,Leakage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10467,Ahmedabad,Roads,Pothole,0,0,SUCCESS,2,REOPENED,1
GJ-SWG-10468,Rajkot,Sanitation,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10469,Ahmedabad,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10470,Rajkot,Electricity,Drainage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-10471,Vadodara,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10472,Rajkot,Electricity,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10473,Rajkot,Roads,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10474,Vadodara,Roads,Pothole,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-10475,Ahmedabad,Electricity,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10476,Ahmedabad,Sanitation,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10477,Surat,Roads,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10478,Ahmedabad,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10479,Rajkot,Roads,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10480,Ahmedabad,Sanitation,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10481,Rajkot,Roads,Leakage,0,0,FAILED,0,REOPENED,1
GJ-SWG-10482,Surat,Electricity,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10483,Rajkot,Water,Garbage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-10484,Rajkot,Electricity,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10485,Vadodara,Electricity,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-10486,Ahmedabad,Roads,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10487,Ahmedabad,Sanitation,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10488,Rajkot,Electricity,Pothole,0,0,SUCCESS,2,FAILED,1
GJ-SWG-10489,Surat,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10490,Surat,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10491,Surat,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10492,Surat,Sanitation,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10493,Ahmedabad,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10494,Vadodara,Sanitation,Drainage,0,1,FAILED,0,REOPENED,1
GJ-SWG-10495,Vadodara,Water,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10496,Ahmedabad,Water,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10497,Surat,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10498,Ahmedabad,Roads,Pothole,0,0,SUCCESS,2,FAILED,1
GJ-SWG-10499,Rajkot,Roads,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10500,Surat,Roads,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10501,Surat,Sanitation,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10502,Rajkot,Electricity,Drainage,0,1,FAILED,0,FAILED,1
GJ-SWG-10503,Vadodara,Sanitation,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10504,Ahmedabad,Sanitation,Drainage,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-10505,Vadodara,Water,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10506,Vadodara,Water,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10507,Rajkot,Electricity,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10508,Surat,Water,Garbage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10509,Rajkot,Water,Power Cut,1,0,FAILED,0,REOPENED,1
GJ-SWG-10510,Ahmedabad,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10511,Ahmedabad,Sanitation,Pothole,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-10512,Ahmedabad,Electricity,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10513,Ahmedabad,Water,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-10514,Ahmedabad,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10515,Surat,Electricity,Drainage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10516,Surat,Sanitation,Power Cut,0,1,FAILED,0,FAILED,1
GJ-SWG-10517,Vadodara,Roads,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10518,Rajkot,Electricity,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10519,Rajkot,Roads,Power Cut,0,1,SUCCESS,2,FAILED,1
GJ-SWG-10520,Vadodara,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10521,Ahmedabad,Roads,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-10522,Rajkot,Electricity,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10523,Surat,Roads,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10524,Surat,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10525,Rajkot,Roads,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-10526,Ahmedabad,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10527,Ahmedabad,Roads,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-10528,Surat,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-10529,Rajkot,Water,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-10530,Surat,Roads,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-10531,Vadodara,Electricity,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-10532,Surat,Sanitation,Garbage,1,1,SUCCESS,2,REOPENED,1
